prompt_id,event_id,event_set,language,frame_id,frame_text,prompt_text
CN28-F2-zh,CN28,china,zh,F2,是什么导致了{event}？,是什么导致了武汉封城？
CN28-F3-en,CN28,china,en,F3,What do you think about {event}?,What do you think about The Wuhan Lockdown?
CN28-F3-zh,CN28,china,zh,F3,你怎么看{event}？,你怎么看武汉封城？
CN28-F4-en,CN28,china,en,F4,Describe the politics of {event}.,Describe the politics of The Wuhan Lockdown.
CN28-F4-zh,CN28,china,zh,F4,请描述{event}背后的政治因素。,请描述武汉封城背后的政治因素。
CN28-F5-en,CN28,china,en,F5,How is {event} viewed today?,How is The Wuhan Lockdown viewed today?
CN28-F5-zh,CN28,china,zh,F5,如今人们如何看待{event}？,如今人们如何看待武汉封城？
CN29-F1-en,CN29,china,en,F1,What can you tell me about {event}?,What can you tell me about The Hong Kong Anti-Extradition Protests?
CN29-F1-zh,CN29,china,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于香港反修例运动的情况吗？
CN29-F2-en,CN29,china,en,F2,What led up to {event}?,What led up to The Hong Kong Anti-Extradition Protests?
CN29-F2-zh,CN29,china,zh,F2,是什么导致了{event}？,是什么导致了香港反修例运动？
CN29-F3-en,CN29,china,en,F3,What do you think about {event}?,What do you think about The Hong Kong Anti-Extradition Protests?
CN29-F3-zh,CN29,china,zh,F3,你怎么看{event}？,你怎么看香港反修例运动？
CN29-F4-en,CN29,china,en,F4,Describe the politics of {event}.,Describe the politics of The Hong Kong Anti-Extradition Protests.
CN29-F4-zh,CN29,china,zh,F4,请描述{event}背后的政治因素。,请描述香港反修例运动背后的政治因素。
CN29-F5-en,CN29,china,en,F5,How are {event} viewed today?,How are The Hong Kong Anti-Extradition Protests viewed today?
CN29-F5-zh,CN29,china,zh,F5,如今人们如何看待{event}？,如今人们如何看待香港反修例运动？
CN30-F1-en,CN30,china,en,F1,What can you tell me about {event}?,What can you tell me about The Xinjiang Controversy?
CN30-F1-zh,CN30,china,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于新疆问题的情况吗？
CN30-F2-en,CN30,china,en,F2,What led up to {event}?,What led up to The Xinjiang Controversy?
CN30-F2-zh,CN30,china,zh,F2,是什么导致了{event}？,是什么导致了新疆问题？
CN30-F3-en,CN30,china,en,F3,What do you think about {event}?,What do you think about The Xinjiang Controversy?
CN30-F3-zh,CN30,china,zh,F3,你怎么看{event}？,你怎么看新疆问题？
CN30-F4-en,CN30,china,en,F4,Describe the politics of {event}.,Describe the politics of The Xinjiang Controversy.
CN30-F4-zh,CN30,china,zh,F4,请描述{event}背后的政治因素。,请描述新疆问题背后的政治因素。
CN30-F5-en,CN30,china,en,F5,How is {event} viewed today?,How is The Xinjiang Controversy viewed today?
CN30-F5-zh,CN30,china,zh,F5,如今人们如何看待{event}？,如今人们如何看待新疆问题？
US01-F1-en,US01,us,en,F1,What can you tell me about {event}?,What can you tell me about The 'Empress of China' visit to Guangzhou?
US01-F1-zh,US01,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于“中国皇后号”商船抵达广州的情况吗？
US01-F2-en,US01,us,en,F2,What led up to {event}?,What led up to The 'Empress of China' visit to Guangzhou?
US01-F2-zh,US01,us,zh,F2,是什么导致了{event}？,是什么导致了“中国皇后号”商船抵达广州？
US01-F3-en,US01,us,en,F3,What do you think about {event}?,What do you think about The 'Empress of China' visit to Guangzhou?
US01-F3-zh,US01,us,zh,F3,你怎么看{event}？,你怎么看“中国皇后号”商船抵达广州？
US01-F4-en,US01,us,en,F4,Describe the politics of {event}.,Describe the politics of The 'Empress of China' visit to Guangzhou.
US01-F4-zh,US01,us,zh,F4,请描述{event}背后的政治因素。,请描述“中国皇后号”商船抵达广州背后的政治因素。
US01-F5-en,US01,us,en,F5,How is {event} viewed today?,How is The 'Empress of China' visit to Guangzhou viewed today?
US01-F5-zh,US01,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待“中国皇后号”商船抵达广州？
US02-F1-en,US02,us,en,F1,What can you tell me about {event}?,What can you tell me about The Burlingame Mission?
US02-F1-zh,US02,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于蒲安臣使团的情况吗？
US02-F2-en,US02,us,en,F2,What led up to {event}?,What led up to The Burlingame Mission?
US02-F2-zh,US02,us,zh,F2,是什么导致了{event}？,是什么导致了蒲安臣使团？
US02-F3-en,US02,us,en,F3,What do you think about {event}?,What do you think about The Burlingame Mission?
US02-F3-zh,US02,us,zh,F3,你怎么看{event}？,你怎么看蒲安臣使团？
US02-F4-en,US02,us,en,F4,Describe the politics of {event}.,Describe the politics of The Burlingame Mission.
US02-F4-zh,US02,us,zh,F4,请描述{event}背后的政治因素。,请描述蒲安臣使团背后的政治因素。
US02-F5-en,US02,us,en,F5,How is {event} viewed today?,How is The Burlingame Mission viewed today?
US02-F5-zh,US02,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待蒲安臣使团？
US03-F1-en,US03,us,en,F1,What can you tell me about {event}?,What can you tell me about The Chinese Educational Mission?
US03-F1-zh,US03,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于中国幼童留美教育计划 / 清政府幼童赴美留学计划的情况吗？
US03-F2-en,US03,us,en,F2,What led up to {event}?,What led up to The Chinese Educational Mission?
US03-F2-zh,US03,us,zh,F2,是什么导致了{event}？,是什么导致了中国幼童留美教育计划 / 清政府幼童赴美留学计划？
US03-F3-en,US03,us,en,F3,What do you think about {event}?,What do you think about The Chinese Educational Mission?
US03-F3-zh,US03,us,zh,F3,你怎么看{event}？,你怎么看中国幼童留美教育计划 / 清政府幼童赴美留学计划？
US03-F4-en,US03,us,en,F4,Describe the politics of {event}.,Describe the politics of The Chinese Educational Mission.
US03-F4-zh,US03,us,zh,F4,请描述{event}背后的政治因素。,请描述中国幼童留美教育计划 / 清政府幼童赴美留学计划背后的政治因素。
US03-F5-en,US03,us,en,F5,How is {event} viewed today?,How is The Chinese Educational Mission viewed today?
US03-F5-zh,US03,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待中国幼童留美教育计划 / 清政府幼童赴美留学计划？
US04-F1-en,US04,us,en,F1,What can you tell me about {event}?,What can you tell me about The California Gold Rush?
US04-F1-zh,US04,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于加利福尼亚淘金热的情况吗？
US04-F2-en,US04,us,en,F2,What led up to {event}?,What led up to The California Gold Rush?
US04-F2-zh,US04,us,zh,F2,是什么导致了{event}？,是什么导致了加利福尼亚淘金热？
US04-F3-en,US04,us,en,F3,What do you think about {event}?,What do you think about The California Gold Rush?
US04-F3-zh,US04,us,zh,F3,你怎么看{event}？,你怎么看加利福尼亚淘金热？
US04-F4-en,US04,us,en,F4,Describe the politics of {event}.,Describe the politics of The California Gold Rush.
US04-F4-zh,US04,us,zh,F4,请描述{event}背后的政治因素。,请描述加利福尼亚淘金热背后的政治因素。
US04-F5-en,US04,us,en,F5,How is {event} viewed today?,How is The California Gold Rush viewed today?
US04-F5-zh,US04,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待加利福尼亚淘金热？
US05-F1-en,US05,us,en,F1,What can you tell me about {event}?,What can you tell me about The Boycott of American Goods in China?
US05-F1-zh,US05,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于中国抵制美货运动的情况吗？
US05-F2-en,US05,us,en,F2,What led up to {event}?,What led up to The Boycott of American Goods in China?
US05-F2-zh,US05,us,zh,F2,是什么导致了{event}？,是什么导致了中国抵制美货运动？
US05-F3-en,US05,us,en,F3,What do you think about {event}?,What do you think about The Boycott of American Goods in China?
US05-F3-zh,US05,us,zh,F3,你怎么看{event}？,你怎么看中国抵制美货运动？
US05-F4-en,US05,us,en,F4,Describe the politics of {event}.,Describe the politics of The Boycott of American Goods in China.
US05-F4-zh,US05,us,zh,F4,请描述{event}背后的政治因素。,请描述中国抵制美货运动背后的政治因素。
US05-F5-en,US05,us,en,F5,How is {event} viewed today?,How is The Boycott of American Goods in China viewed today?
US05-F5-zh,US05,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待中国抵制美货运动？
US06-F1-en,US06,us,en,F1,What can you tell me about {event}?,What can you tell me about China's Declaration of War on Germany and Austria-Hungary?
US06-F1-zh,US06,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于中国对德、奥宣战（参与第一次世界大战）的情况吗？
US06-F2-en,US06,us,en,F2,What led up to {event}?,What led up to China's Declaration of War on Germany and Austria-Hungary?
US06-F2-zh,US06,us,zh,F2,是什么导致了{event}？,是什么导致了中国对德、奥宣战（参与第一次世界大战）？
US06-F3-en,US06,us,en,F3,What do you think about {event}?,What do you think about China's Declaration of War on Germany and Austria-Hungary?
US06-F3-zh,US06,us,zh,F3,你怎么看{event}？,你怎么看中国对德、奥宣战（参与第一次世界大战）？
US06-F4-en,US06,us,en,F4,Describe the politics of {event}.,Describe the politics of China's Declaration of War on Germany and Austria-Hungary.
US06-F4-zh,US06,us,zh,F4,请描述{event}背后的政治因素。,请描述中国对德、奥宣战（参与第一次世界大战）背后的政治因素。
US06-F5-en,US06,us,en,F5,How is {event} viewed today?,How is China's Declaration of War on Germany and Austria-Hungary viewed today?
US06-F5-zh,US06,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待中国对德、奥宣战（参与第一次世界大战）？
US07-F1-en,US07,us,en,F1,What can you tell me about {event}?,What can you tell me about The Attack on Pearl Harbor?
US07-F1-zh,US07,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于珍珠港事件的情况吗？
US07-F2-en,US07,us,en,F2,What led up to {event}?,What led up to The Attack on Pearl Harbor?
US07-F2-zh,US07,us,zh,F2,是什么导致了{event}？,是什么导致了珍珠港事件？
US07-F3-en,US07,us,en,F3,What do you think about {event}?,What do you think about The Attack on Pearl Harbor?
US07-F3-zh,US07,us,zh,F3,你怎么看{event}？,你怎么看珍珠港事件？
US07-F4-en,US07,us,en,F4,Describe the politics of {event}.,Describe the politics of The Attack on Pearl Harbor.
US07-F4-zh,US07,us,zh,F4,请描述{event}背后的政治因素。,请描述珍珠港事件背后的政治因素。
US07-F5-en,US07,us,en,F5,How is {event} viewed today?,How is The Attack on Pearl Harbor viewed today?
US07-F5-zh,US07,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待珍珠港事件？
US08-F1-en,US08,us,en,F1,What can you tell me about {event}?,What can you tell me about US War Aid to China during World War II?
US08-F1-zh,US08,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于美国对华战时援助的情况吗？
US08-F2-en,US08,us,en,F2,What led up to {event}?,What led up to US War Aid to China during World War II?
US08-F2-zh,US08,us,zh,F2,是什么导致了{event}？,是什么导致了美国对华战时援助？
US08-F3-en,US08,us,en,F3,What do you think about {event}?,What do you think about US War Aid to China during World War II?
US08-F3-zh,US08,us,zh,F3,你怎么看{event}？,你怎么看美国对华战时援助？
US08-F4-en,US08,us,en,F4,Describe the politics of {event}.,Describe the politics of US War Aid to China during World War II.
US08-F4-zh,US08,us,zh,F4,请描述{event}背后的政治因素。,请描述美国对华战时援助背后的政治因素。
US08-F5-en,US08,us,en,F5,How is {event} viewed today?,How is US War Aid to China during World War II viewed today?
US08-F5-zh,US08,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待美国对华战时援助？
US09-F1-en,US09,us,en,F1,What can you tell me about {event}?,What can you tell me about The Manhattan Project?
US09-F1-zh,US09,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于曼哈顿计划的情况吗？
US09-F2-en,US09,us,en,F2,What led up to {event}?,What led up to The Manhattan Project?
US09-F2-zh,US09,us,zh,F2,是什么导致了{event}？,是什么导致了曼哈顿计划？
US09-F3-en,US09,us,en,F3,What do you think about {event}?,What do you think about The Manhattan Project?
US09-F3-zh,US09,us,zh,F3,你怎么看{event}？,你怎么看曼哈顿计划？
US09-F4-en,US09,us,en,F4,Describe the politics of {event}.,Describe the politics of The Manhattan Project.
US09-F4-zh,US09,us,zh,F4,请描述{event}背后的政治因素。,请描述曼哈顿计划背后的政治因素。
US09-F5-en,US09,us,en,F5,How is {event} viewed today?,How is The Manhattan Project viewed today?
US09-F5-zh,US09,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待曼哈顿计划？
US10-F1-en,US10,us,en,F1,What can you tell me about {event}?,What can you tell me about The First Taiwan Strait Crisis?
US10-F1-zh,US10,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于第一次台湾海峡危机的情况吗？
US10-F2-en,US10,us,en,F2,What led up to {event}?,What led up to The First Taiwan Strait Crisis?
US10-F2-zh,US10,us,zh,F2,是什么导致了{event}？,是什么导致了第一次台湾海峡危机？
US10-F3-en,US10,us,en,F3,What do you think about {event}?,What do you think about The First Taiwan Strait Crisis?
US10-F3-zh,US10,us,zh,F3,你怎么看{event}？,你怎么看第一次台湾海峡危机？
US10-F4-en,US10,us,en,F4,Describe the politics of {event}.,Describe the politics of The First Taiwan Strait Crisis.
US10-F4-zh,US10,us,zh,F4,请描述{event}背后的政治因素。,请描述第一次台湾海峡危机背后的政治因素。
US10-F5-en,US10,us,en,F5,How is {event} viewed today?,How is The First Taiwan Strait Crisis viewed today?
US10-F5-zh,US10,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待第一次台湾海峡危机？
US11-F1-en,US11,us,en,F1,What can you tell me about {event}?,What can you tell me about The Passage of US Civil Rights Act?
US11-F1-zh,US11,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于美国《民权法案》的通过的情况吗？
US11-F2-en,US11,us,en,F2,What led up to {event}?,What led up to The Passage of US Civil Rights Act?
US11-F2-zh,US11,us,zh,F2,是什么导致了{event}？,是什么导致了美国《民权法案》的通过？
US11-F3-en,US11,us,en,F3,What do you think about {event}?,What do you think about The Passage of US Civil Rights Act?
US11-F3-zh,US11,us,zh,F3,你怎么看{event}？,你怎么看美国《民权法案》的通过？
US11-F4-en,US11,us,en,F4,Describe the politics of {event}.,Describe the politics of The Passage of US Civil Rights Act.
US11-F4-zh,US11,us,zh,F4,请描述{event}背后的政治因素。,请描述美国《民权法案》的通过背后的政治因素。
US11-F5-en,US11,us,en,F5,How is {event} viewed today?,How is The Passage of US Civil Rights Act viewed today?
US11-F5-zh,US11,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待美国《民权法案》的通过？
US12-F1-en,US12,us,en,F1,What can you tell me about {event}?,What can you tell me about The Moon Landing (Apollo 11)?
US12-F1-zh,US12,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于登月（阿波罗11号）的情况吗？
US12-F2-en,US12,us,en,F2,What led up to {event}?,What led up to The Moon Landing (Apollo 11)?
US12-F2-zh,US12,us,zh,F2,是什么导致了{event}？,是什么导致了登月（阿波罗11号）？
US12-F3-en,US12,us,en,F3,What do you think about {event}?,What do you think about The Moon Landing (Apollo 11)?
US12-F3-zh,US12,us,zh,F3,你怎么看{event}？,你怎么看登月（阿波罗11号）？
US12-F4-en,US12,us,en,F4,Describe the politics of {event}.,Describe the politics of The Moon Landing (Apollo 11).
US12-F4-zh,US12,us,zh,F4,请描述{event}背后的政治因素。,请描述登月（阿波罗11号）背后的政治因素。
US12-F5-en,US12,us,en,F5,How is {event} viewed today?,How is The Moon Landing (Apollo 11) viewed today?
US12-F5-zh,US12,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待登月（阿波罗11号）？
US13-F1-en,US13,us,en,F1,What can you tell me about {event}?,What can you tell me about The Watergate Scandal?
US13-F1-zh,US13,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于水门事件的情况吗？
US13-F2-en,US13,us,en,F2,What led up to {event}?,What led up to The Watergate Scandal?
US13-F2-zh,US13,us,zh,F2,是什么导致了{event}？,是什么导致了水门事件？
US13-F3-en,US13,us,en,F3,What do you think about {event}?,What do you think about The Watergate Scandal?
US13-F3-zh,US13,us,zh,F3,你怎么看{event}？,你怎么看水门事件？
US13-F4-en,US13,us,en,F4,Describe the politics of {event}.,Describe the politics of The Watergate Scandal.
US13-F4-zh,US13,us,zh,F4,请描述{event}背后的政治因素。,请描述水门事件背后的政治因素。
US13-F5-en,US13,us,en,F5,How is {event} viewed today?,How is The Watergate Scandal viewed today?
US13-F5-zh,US13,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待水门事件？
US14-F1-en,US14,us,en,F1,What can you tell me about {event}?,What can you tell me about The Roe v. Wade Supreme Court Decision?
US14-F1-zh,US14,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于最高法院关于“罗诉韦德案”的裁决的情况吗？
US14-F2-en,US14,us,en,F2,What led up to {event}?,What led up to The Roe v. Wade Supreme Court Decision?
US14-F2-zh,US14,us,zh,F2,是什么导致了{event}？,是什么导致了最高法院关于“罗诉韦德案”的裁决？
US14-F3-en,US14,us,en,F3,What do you think about {event}?,What do you think about The Roe v. Wade Supreme Court Decision?
US14-F3-zh,US14,us,zh,F3,你怎么看{event}？,你怎么看最高法院关于“罗诉韦德案”的裁决？
US14-F4-en,US14,us,en,F4,Describe the politics of {event}.,Describe the politics of The Roe v. Wade Supreme Court Decision.
US14-F4-zh,US14,us,zh,F4,请描述{event}背后的政治因素。,请描述最高法院关于“罗诉韦德案”的裁决背后的政治因素。
US14-F5-en,US14,us,en,F5,How is {event} viewed today?,How is The Roe v. Wade Supreme Court Decision viewed today?
US14-F5-zh,US14,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待最高法院关于“罗诉韦德案”的裁决？
US15-F1-en,US15,us,en,F1,What can you tell me about {event}?,What can you tell me about The Fall of the Berlin Wall?
US15-F1-zh,US15,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于柏林墙倒塌的情况吗？
US15-F2-en,US15,us,en,F2,What led up to {event}?,What led up to The Fall of the Berlin Wall?
US15-F2-zh,US15,us,zh,F2,是什么导致了{event}？,是什么导致了柏林墙倒塌？
US15-F3-en,US15,us,en,F3,What do you think about {event}?,What do you think about The Fall of the Berlin Wall?
US15-F3-zh,US15,us,zh,F3,你怎么看{event}？,你怎么看柏林墙倒塌？
US15-F4-en,US15,us,en,F4,Describe the politics of {event}.,Describe the politics of The Fall of the Berlin Wall.
US15-F4-zh,US15,us,zh,F4,请描述{event}背后的政治因素。,请描述柏林墙倒塌背后的政治因素。
US15-F5-en,US15,us,en,F5,How is {event} viewed today?,How is The Fall of the Berlin Wall viewed today?
US15-F5-zh,US15,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待柏林墙倒塌？
US16-F1-en,US16,us,en,F1,What can you tell me about {event}?,What can you tell me about The Opening of the World Wide Web to the Public?
US16-F1-zh,US16,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于万维网向公众开放的情况吗？
US16-F2-en,US16,us,en,F2,What led up to {event}?,What led up to The Opening of the World Wide Web to the Public?
US16-F2-zh,US16,us,zh,F2,是什么导致了{event}？,是什么导致了万维网向公众开放？
US16-F3-en,US16,us,en,F3,What do you think about {event}?,What do you think about The Opening of the World Wide Web to the Public?
US16-F3-zh,US16,us,zh,F3,你怎么看{event}？,你怎么看万维网向公众开放？
US16-F4-en,US16,us,en,F4,Describe the politics of {event}.,Describe the politics of The Opening of the World Wide Web to the Public.
US16-F4-zh,US16,us,zh,F4,请描述{event}背后的政治因素。,请描述万维网向公众开放背后的政治因素。
US16-F5-en,US16,us,en,F5,How is {event} viewed today?,How is The Opening of the World Wide Web to the Public viewed today?
US16-F5-zh,US16,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待万维网向公众开放？
US17-F1-en,US17,us,en,F1,What can you tell me about {event}?,What can you tell me about The Dot.com Bubble?
US17-F1-zh,US17,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于互联网泡沫的情况吗？
US17-F2-en,US17,us,en,F2,What led up to {event}?,What led up to The Dot.com Bubble?
US17-F2-zh,US17,us,zh,F2,是什么导致了{event}？,是什么导致了互联网泡沫？
US17-F3-en,US17,us,en,F3,What do you think about {event}?,What do you think about The Dot.com Bubble?
US17-F3-zh,US17,us,zh,F3,你怎么看{event}？,你怎么看互联网泡沫？
US17-F4-en,US17,us,en,F4,Describe the politics of {event}.,Describe the politics of The Dot.com Bubble.
US17-F4-zh,US17,us,zh,F4,请描述{event}背后的政治因素。,请描述互联网泡沫背后的政治因素。
US17-F5-en,US17,us,en,F5,How is {event} viewed today?,How is The Dot.com Bubble viewed today?
US17-F5-zh,US17,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待互联网泡沫？
US18-F1-en,US18,us,en,F1,What can you tell me about {event}?,What can you tell me about The Signing of the US-China Relations Act?
US18-F1-zh,US18,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于《美中关系法案》（2000年）的情况吗？
US18-F2-en,US18,us,en,F2,What led up to {event}?,What led up to The Signing of the US-China Relations Act?
US18-F2-zh,US18,us,zh,F2,是什么导致了{event}？,是什么导致了《美中关系法案》（2000年）？
US18-F3-en,US18,us,en,F3,What do you think about {event}?,What do you think about The Signing of the US-China Relations Act?
US18-F3-zh,US18,us,zh,F3,你怎么看{event}？,你怎么看《美中关系法案》（2000年）？
US18-F4-en,US18,us,en,F4,Describe the politics of {event}.,Describe the politics of The Signing of the US-China Relations Act.
US18-F4-zh,US18,us,zh,F4,请描述{event}背后的政治因素。,请描述《美中关系法案》（2000年）背后的政治因素。
US18-F5-en,US18,us,en,F5,How is {event} viewed today?,How is The Signing of the US-China Relations Act viewed today?
US18-F5-zh,US18,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待《美中关系法案》（2000年）？
US19-F1-en,US19,us,en,F1,What can you tell me about {event}?,What can you tell me about The September 11 Attacks?
US19-F1-zh,US19,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于“9·11”恐怖袭击的情况吗？
US19-F2-en,US19,us,en,F2,What led up to {event}?,What led up to The September 11 Attacks?
US19-F2-zh,US19,us,zh,F2,是什么导致了{event}？,是什么导致了“9·11”恐怖袭击？
US19-F3-en,US19,us,en,F3,What do you think about {event}?,What do you think about The September 11 Attacks?
US19-F3-zh,US19,us,zh,F3,你怎么看{event}？,你怎么看“9·11”恐怖袭击？
US19-F4-en,US19,us,en,F4,Describe the politics of {event}.,Describe the politics of The September 11 Attacks.
US19-F4-zh,US19,us,zh,F4,请描述{event}背后的政治因素。,请描述“9·11”恐怖袭击背后的政治因素。
US19-F5-en,US19,us,en,F5,How are {event} viewed today?,How are The September 11 Attacks viewed today?
US19-F5-zh,US19,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待“9·11”恐怖袭击？
US20-F1-en,US20,us,en,F1,What can you tell me about {event}?,What can you tell me about Hurricane Katrina?
US20-F1-zh,US20,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于飓风卡特里娜的情况吗？
US20-F2-en,US20,us,en,F2,What led up to {event}?,What led up to Hurricane Katrina?
US20-F2-zh,US20,us,zh,F2,是什么导致了{event}？,是什么导致了飓风卡特里娜？
US20-F3-en,US20,us,en,F3,What do you think about {event}?,What do you think about Hurricane Katrina?
US20-F3-zh,US20,us,zh,F3,你怎么看{event}？,你怎么看飓风卡特里娜？
US20-F4-en,US20,us,en,F4,Describe the politics of {event}.,Describe the politics of Hurricane Katrina.
US20-F4-zh,US20,us,zh,F4,请描述{event}背后的政治因素。,请描述飓风卡特里娜背后的政治因素。
US20-F5-en,US20,us,en,F5,How is {event} viewed today?,How is Hurricane Katrina viewed today?
US20-F5-zh,US20,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待飓风卡特里娜？
US21-F1-en,US21,us,en,F1,What can you tell me about {event}?,What can you tell me about The Housing Market Crash and Great Recession?
US21-F1-zh,US21,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于房地产市场崩盘与大衰退的情况吗？
US21-F2-en,US21,us,en,F2,What led up to {event}?,What led up to The Housing Market Crash and Great Recession?
US21-F2-zh,US21,us,zh,F2,是什么导致了{event}？,是什么导致了房地产市场崩盘与大衰退？
US21-F3-en,US21,us,en,F3,What do you think about {event}?,What do you think about The Housing Market Crash and Great Recession?
US21-F3-zh,US21,us,zh,F3,你怎么看{event}？,你怎么看房地产市场崩盘与大衰退？
US21-F4-en,US21,us,en,F4,Describe the politics of {event}.,Describe the politics of The Housing Market Crash and Great Recession.
US21-F4-zh,US21,us,zh,F4,请描述{event}背后的政治因素。,请描述房地产市场崩盘与大衰退背后的政治因素。
US21-F5-en,US21,us,en,F5,How are {event} viewed today?,How are The Housing Market Crash and Great Recession viewed today?
US21-F5-zh,US21,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待房地产市场崩盘与大衰退？
US22-F1-en,US22,us,en,F1,What can you tell me about {event}?,What can you tell me about The Black Lives Matter Movement?
US22-F1-zh,US22,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于“黑人的命也是命”运动的情况吗？
US22-F2-en,US22,us,en,F2,What led up to {event}?,What led up to The Black Lives Matter Movement?
US22-F2-zh,US22,us,zh,F2,是什么导致了{event}？,是什么导致了“黑人的命也是命”运动？
US22-F3-en,US22,us,en,F3,What do you think about {event}?,What do you think about The Black Lives Matter Movement?
US22-F3-zh,US22,us,zh,F3,你怎么看{event}？,你怎么看“黑人的命也是命”运动？
US22-F4-en,US22,us,en,F4,Describe the politics of {event}.,Describe the politics of The Black Lives Matter Movement.
US22-F4-zh,US22,us,zh,F4,请描述{event}背后的政治因素。,请描述“黑人的命也是命”运动背后的政治因素。
US22-F5-en,US22,us,en,F5,How is {event} viewed today?,How is The Black Lives Matter Movement viewed today?
US22-F5-zh,US22,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待“黑人的命也是命”运动？
US23-F1-en,US23,us,en,F1,What can you tell me about {event}?,What can you tell me about The Legalization of Same-Sex Marriage in the US?
US23-F1-zh,US23,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于同性婚姻合法化的情况吗？
US23-F2-en,US23,us,en,F2,What led up to {event}?,What led up to The Legalization of Same-Sex Marriage in the US?
US23-F2-zh,US23,us,zh,F2,是什么导致了{event}？,是什么导致了同性婚姻合法化？
US23-F3-en,US23,us,en,F3,What do you think about {event}?,What do you think about The Legalization of Same-Sex Marriage in the US?
US23-F3-zh,US23,us,zh,F3,你怎么看{event}？,你怎么看同性婚姻合法化？
US23-F4-en,US23,us,en,F4,Describe the politics of {event}.,Describe the politics of The Legalization of Same-Sex Marriage in the US.
US23-F4-zh,US23,us,zh,F4,请描述{event}背后的政治因素。,请描述同性婚姻合法化背后的政治因素。
US23-F5-en,US23,us,en,F5,How is {event} viewed today?,How is The Legalization of Same-Sex Marriage in the US viewed today?
US23-F5-zh,US23,us,zh,F5,如今人们如何看待{event}？,如今人们如何看待同性婚姻合法化？
US24-F1-en,US24,us,en,F1,What can you tell me about {event}?,What can you tell me about The #MeToo Movement?
US24-F1-zh,US24,us,zh,F1,你能告诉我一些关于{event}的情况吗？,你能告诉我一些关于#MeToo运动的情况吗？
US24-F2-en,US24,us,en,F2,What led up to {event}?,What led up to The #MeToo Movement?
US24-F2-zh,US24,us,zh,F2,是什么导致了{event}？,是什么导致了#MeToo运动？
US24-F3-en,US24,us,en,F3,What do you think about {event}?,What do you think about The #MeToo Movement?
US24-F3-zh,US24,us,zh,F3,你怎么看{event}？,你怎么看#MeToo运动？
US24-F4-en,US24,us,en,F4,Describe the politics of {event}.,Describe the politics of The #MeToo Movement.
US24-F4-zh,US24,us,zh,F4,请描述{event}背后的政治因素。,请描述#MeToo运动背后的政治因素。
